return_date,decision_date,expiry,payoff_date,asset_id,symbol,underlying,kind,moneyness_bucket,mark,strike,start_spot,payoff_raw_close,decision_split_factor,payoff_split_factor,split_factor_ratio,terminal_spot_proxy,expiry_spot_proxy,expiry_weight,payoff_proxy,option_return,delta,gamma,vega,theta,iv_proxy,expiry_days,asset_class,state_snapshot_date,underlying_or_forward,right,entry_price,vix_close_proxy_settlement,exact_minus_vix_close_proxy,terminal_forward_proxy,exit_price,settlement_source,greek_model,vx_contract,train_end_date
2015-12-31,2015-11-30,2015-12-18,2015-12-18,AAPL_call_atm,AAPL  151218C00120000,AAPL,call,atm,1.41,120.0,118.30000305175781,106.02999877929688,1.0,1.0,1.0,106.02999877929688,106.02999877929688,1.0,0.0,-1.0,0.3829277011180371,0.08304059984215312,0.09834391278522926,-0.056820231747122474,0.20458692942857745,18,equity_option,,,,,,,,,,,,
2016-01-29,2015-12-31,2016-01-15,2016-01-15,AAPL_call_atm,AAPL  160115C00105000,AAPL,call,atm,2.33,105.0,105.26000213623047,97.12999725341795,1.0,1.0,1.0,97.12999725341795,97.12999725341795,1.0,0.0,-1.0,0.5394600517169991,0.09855547980621378,0.0846127653620046,-0.09861549967576044,0.3430087958693504,15,equity_option,,,,,,,,,,,,
2016-02-29,2016-01-29,2016-02-19,2016-02-19,AAPL_call_atm,AAPL  160219C00100000,AAPL,call,atm,0.9,100.0,97.33999633789062,96.04000091552734,1.0,1.0,1.0,96.04000091552734,96.04000091552734,1.0,0.0,-1.0,0.27026816968849116,0.025479261924626618,0.07501018246827555,-0.031372694330976336,0.2632271903157235,21,equity_option,,,,,,,,,,,,
2016-03-31,2016-02-29,2016-03-18,2016-03-18,AAPL_call_atm,AAPL  160318C00098000,AAPL,call,atm,1.58,98.0,96.69000244140625,105.91999816894533,1.0,1.0,1.0,105.91999816894533,105.91999816894533,1.0,7.919998168945327,4.0126570689527385,0.40906017520058513,0.20322629245608542,0.08277162301148822,-0.053038433492516246,0.2332180439591408,18,equity_option,,,,,,,,,,,,
2016-04-29,2016-03-31,2016-04-15,2016-04-15,AAPL_call_atm,AAPL  160415C00110000,AAPL,call,atm,1.25,110.0,108.98999786376953,109.8499984741211,1.0,1.0,1.0,109.8499984741211,109.8499984741211,1.0,0.0,-1.0,0.4156670492032306,0.15248935299920138,0.08820340371001402,-0.05770505073083254,0.19221802092790605,15,equity_option,,,,,,,,,,,,
2016-05-31,2016-04-29,2016-05-20,2016-05-20,AAPL_call_atm,AAPL  160520C00095000,AAPL,call,atm,1.5,95.0,93.73999786376953,95.22000122070312,1.0,1.0,1.0,95.22000122070312,95.22000122070312,1.0,0.220001220703125,-0.85333251953125,0.4003324778051728,0.16597378716513714,0.08818396122148454,-0.048831054821742326,0.2520491587996483,21,equity_option,,,,,,,,,,,,
2016-06-30,2016-05-31,2016-06-17,2016-06-17,AAPL_call_atm,AAPL  160617C00100000,AAPL,call,atm,1.6,100.0,99.86000061035156,95.33000183105467,1.0,1.0,1.0,95.33000183105467,95.33000183105467,1.0,0.0,-1.0,0.49500280196254737,0.14779805376544317,0.08566392396166973,-0.049071183102162186,0.190468063557148,17,equity_option,,,,,,,,,,,,
2016-07-29,2016-06-30,2016-07-15,2016-07-15,AAPL_call_atm,AAPL  160715C00095000,AAPL,call,atm,1.54,95.0,95.5999984741211,98.77999877929688,1.0,1.0,1.0,98.77999877929688,98.77999877929688,1.0,3.779998779296875,1.4545446618810876,0.532314583121604,0.07355992656412004,0.07573220345865704,-0.035868793307441305,0.2011275450348854,15,equity_option,,,,,,,,,,,,
2016-08-31,2016-07-29,2016-08-19,2016-08-19,AAPL_call_atm,AAPL  160819C00105000,AAPL,call,atm,1.05,105.0,104.20999908447266,109.36000061035156,1.0,1.0,1.0,109.36000061035156,109.36000061035156,1.0,4.3600006103515625,3.152381533668154,0.394879880459055,0.1679043249626296,0.09801391995349537,-0.03293407894267564,0.15142899411916733,21,equity_option,,,,,,,,,,,,
2016-09-30,2016-08-31,2016-09-16,2016-09-16,AAPL_call_atm,AAPL  160916C00105000,AAPL,call,atm,2.52,105.0,106.0999984741211,114.91999816894533,1.0,1.0,1.0,114.91999816894533,114.91999816894533,1.0,9.919998168945327,2.9365072098989393,0.6009882534397687,0.150572636952665,0.08771376153217304,-0.059027309266492356,0.21034462295770648,16,equity_option,,,,,,,,,,,,
2016-10-31,2016-09-30,2016-10-21,2016-10-21,AAPL_call_atm,AAPL  161021C00115000,AAPL,call,atm,1.07,115.0,113.05000305175781,116.5999984741211,1.0,1.0,1.0,116.5999984741211,116.5999984741211,1.0,1.5999984741210938,0.49532567674868555,0.3497441588670209,0.02294194777986032,0.10150631152379297,-0.042068262911358456,0.172687161552906,21,equity_option,,,,,,,,,,,,
2016-11-30,2016-10-31,2016-11-18,2016-11-18,AAPL_call_atm,AAPL  161118C00115000,AAPL,call,atm,0.99,115.0,113.54000091552734,110.05999755859376,1.0,1.0,1.0,110.05999755859376,110.05999755859376,1.0,0.0,-1.0,0.34758303197783397,0.03813658958943308,0.09225457432456748,-0.04079399750084911,0.1728039843201637,18,equity_option,,,,,,,,,,,,
2016-12-30,2016-11-30,2016-12-16,2016-12-16,AAPL_call_atm,AAPL  161216C00110000,AAPL,call,atm,2.0,110.0,110.5199966430664,115.97000122070312,1.0,1.0,1.0,115.97000122070312,115.97000122070312,1.0,5.970001220703125,1.9850006103515625,0.5574831171427147,0.010949089656354428,0.0916369910764091,-0.05292711472739664,0.17974301828145978,16,equity_option,,,,,,,,,,,,
2017-01-31,2016-12-30,2017-01-20,2017-01-20,AAPL_call_atm,AAPL  170120C00115000,AAPL,call,atm,2.29,115.0,115.81999969482422,120.0,1.0,1.0,1.0,120.0,120.0,1.0,5.0,1.1834061135371177,0.5756238703270791,0.04728248761007573,0.10982253974493844,-0.046548234510702,0.17292080708742139,21,equity_option,,,,,,,,,,,,
2017-02-28,2017-01-31,2017-02-17,2017-02-17,AAPL_call_atm,AAPL  170217C00125000,AAPL,call,atm,0.94,125.0,121.3499984741211,135.72000122070312,1.0,1.0,1.0,135.72000122070312,135.72000122070312,1.0,10.720001220703125,10.404256617769283,0.25226479163950194,0.010559253373880202,0.08323045623157782,-0.05305096579249291,0.2319699476599693,17,equity_option,,,,,,,,,,,,
2017-03-31,2017-02-28,2017-03-17,2017-03-17,AAPL_call_atm,AAPL  170317C00140000,AAPL,call,atm,0.66,140.0,136.99000549316406,139.99000549316406,1.0,1.0,1.0,139.99000549316406,139.99000549316406,1.0,0.0,-1.0,0.25508007933135185,0.03637689900020616,0.09754218345875179,-0.04426317314088335,0.15069110337495803,17,equity_option,,,,,,,,,,,,
2017-04-28,2017-03-31,2017-04-21,2017-04-21,AAPL_call_atm,AAPL  170421C00145000,AAPL,call,atm,1.37,145.0,143.66000366210938,142.27000427246094,1.0,1.0,1.0,142.27000427246094,142.27000427246094,1.0,0.0,-1.0,0.40373116659838043,0.12052356977281292,0.12906541049038536,-0.04439978425041846,0.13908511906862261,21,equity_option,,,,,,,,,,,,
2017-05-31,2017-04-28,2017-05-19,2017-05-19,AAPL_call_atm,AAPL  170519C00145000,AAPL,call,atm,2.21,145.0,143.64999389648438,153.05999755859375,1.0,1.0,1.0,153.05999755859375,153.05999755859375,1.0,8.05999755859375,2.6470577188207014,0.4302829831795183,0.06001638608627865,0.1364616184536172,-0.06851349263441575,0.2119992148041725,21,equity_option,,,,,,,,,,,,
2017-06-30,2017-05-31,2017-06-16,2017-06-16,AAPL_call_atm,AAPL  170616C00155000,AAPL,call,atm,1.18,155.0,152.75999450683594,142.27000427246094,1.0,1.0,1.0,142.27000427246094,142.27000427246094,1.0,0.0,-1.0,0.3395078929270166,0.053416229424616254,0.12027430800402004,-0.062395372252843195,0.16024196063280108,16,equity_option,,,,,,,,,,,,
2017-07-31,2017-06-30,2017-07-21,2017-07-21,AAPL_call_atm,AAPL  170721C00145000,AAPL,call,atm,2.33,145.0,144.02000427246094,150.27000427246094,1.0,1.0,1.0,150.27000427246094,150.27000427246094,1.0,5.2700042724609375,1.2618044087815181,0.4614137493145466,0.001600948497054232,0.13784995866429584,-0.06440744924018338,0.18950010348558424,21,equity_option,,,,,,,,,,,,
2017-08-31,2017-07-31,2017-08-18,2017-08-18,AAPL_call_atm,AAPL  170818C00150000,AAPL,call,atm,2.88,150.0,148.72999572753906,157.5,1.0,1.0,1.0,157.5,157.5,1.0,7.5,1.604166666666667,0.4587426664128608,0.0032163585784670285,0.13128948073184682,-0.09865889293721652,0.2686868665814399,18,equity_option,,,,,,,,,,,,
2017-09-29,2017-08-31,2017-09-15,2017-09-15,AAPL_call_atm,AAPL  170915C00165000,AAPL,call,atm,2.47,165.0,164.0,159.8800048828125,1.0,1.0,1.0,159.8800048828125,159.8800048828125,1.0,0.0,-1.0,0.46103489886439974,0.0,0.13257731486629148,-0.10064660810602799,0.21971905399560931,15,equity_option,,,,,,,,,,,,
2017-10-31,2017-09-29,2017-10-20,2017-10-20,AAPL_call_atm,AAPL  171020C00155000,AAPL,call,atm,2.23,155.0,154.1199951171875,156.25,1.0,1.0,1.0,156.25,156.25,1.0,1.25,-0.4394618834080718,0.4380908233012742,0.005840866878811598,0.1456347599301402,-0.0589868968725078,0.18906023000478744,21,equity_option,,,,,,,,,,,,
2017-11-30,2017-10-31,2017-11-17,2017-11-17,AAPL_call_atm,AAPL  171117C00165000,AAPL,call,atm,6.85,165.0,169.0399932861328,170.14999389648438,1.0,1.0,1.0,170.14999389648438,170.14999389648438,1.0,5.149993896484375,-0.24817607350593063,0.6466610056324734,0.027701917560603737,0.13330410958807887,-0.130407091631926,0.35039485572576523,17,equity_option,,,,,,,,,,,,
2017-12-29,2017-11-30,2017-12-15,2017-12-15,AAPL_call_atm,AAPL  171215C00175000,AAPL,call,atm,1.4,175.0,171.85000610351562,173.97000122070312,1.0,1.0,1.0,173.97000122070312,173.97000122070312,1.0,0.0,-1.0,0.2996778960953447,0.02074531571425878,0.1207063480789484,-0.06695291009680937,0.2123616037964821,15,equity_option,,,,,,,,,,,,
2018-01-31,2017-12-29,2018-01-19,2018-01-19,AAPL_call_atm,AAPL  180119C00170000,AAPL,call,atm,2.51,170.0,169.22999572753906,178.4600067138672,1.0,1.0,1.0,178.4600067138672,178.4600067138672,1.0,8.460006713867188,2.370520603134338,0.46864993109067127,0.010901441602113556,0.16182704301664722,-0.07013052914107254,0.17287312432527538,21,equity_option,,,,,,,,,,,,
2018-02-28,2018-01-31,2018-02-16,2018-02-16,AAPL_call_atm,AAPL  180216C00167500,AAPL,call,atm,5.19,167.5,167.42999267578125,172.42999267578125,1.0,1.0,1.0,172.42999267578125,172.42999267578125,1.0,4.92999267578125,-0.05009775033116581,0.5019654084437202,0.08981988976582535,0.13881561063211698,-0.16948775544726224,0.38483849896192557,16,equity_option,,,,,,,,,,,,
2018-04-30,2018-02-28,2018-03-16,2018-03-16,AAPL_call_atm,AAPL  180316C00180000,AAPL,call,atm,2.65,180.0,178.1199951171875,178.02000427246094,1.0,1.0,1.0,178.02000427246094,178.02000427246094,1.0,0.0,-1.0,0.43133073429169677,0.07264798711465051,0.14928961636644847,-0.11062067445182544,0.22699901970624928,16,equity_option,,,,,,,,,,,,
2018-05-31,2018-04-30,2018-05-18,2018-05-18,AAPL_call_atm,AAPL  180518C00165000,AAPL,call,atm,5.1,165.0,165.25999450683594,186.30999755859375,1.0,1.0,1.0,186.30999755859375,186.30999755859375,1.0,21.30999755859375,3.178430893841912,0.5208363422505368,0.10831875080662483,0.14505364428571638,-0.1394775335717897,0.34227090512514113,18,equity_option,,,,,,,,,,,,
2018-06-29,2018-05-31,2018-06-15,2018-06-15,AAPL_call_atm,AAPL  180615C00187500,AAPL,call,atm,2.59,187.5,186.8699951171875,188.83999633789065,1.0,1.0,1.0,188.83999633789065,188.83999633789065,1.0,1.3399963378906534,-0.4826268965673153,0.48055930481821685,0.035734487209194185,0.15091925186539945,-0.0967046183351119,0.18078846284151076,15,equity_option,,,,,,,,,,,,
2018-07-31,2018-06-29,2018-07-20,2018-07-20,AAPL_call_atm,AAPL  180720C00190000,AAPL,call,atm,1.7,190.0,185.11000061035156,191.44000244140625,1.0,1.0,1.0,191.44000244140625,191.44000244140625,1.0,1.44000244140625,-0.15293974034926472,0.27777668677373984,0.007258194979822006,0.1484073633276995,-0.06436387481679384,0.17316994951963421,21,equity_option,,,,,,,,,,,,
2018-08-31,2018-07-31,2018-08-17,2018-08-17,AAPL_call_atm,AAPL  180817C00190000,AAPL,call,atm,5.5,190.0,190.2899932861328,217.5800018310547,1.0,1.0,1.0,217.5800018310547,217.5800018310547,1.0,27.580001831054688,4.014545787464488,0.5243022553223583,0.09457322852298314,0.16253653431618498,-0.1690216866637959,0.33858383554220206,17,equity_option,,,,,,,,,,,,
2018-09-28,2018-08-31,2018-09-21,2018-09-21,AAPL_call_atm,AAPL  180921C00230000,AAPL,call,atm,4.15,230.0,227.6300048828125,217.66000366210935,1.0,1.0,1.0,217.66000366210935,217.66000366210935,1.0,0.0,-1.0,0.45629159652713086,0.020215027652729665,0.2186306146805039,-0.12614844241323508,0.2295941540360451,21,equity_option,,,,,,,,,,,,
2018-10-31,2018-09-28,2018-10-19,2018-10-19,AAPL_call_atm,AAPL  181019C00225000,AAPL,call,atm,4.6,225.0,225.74000549316406,219.30999755859375,1.0,1.0,1.0,219.30999755859375,219.30999755859375,1.0,0.0,-1.0,0.5471038969319574,0.03125713758473035,0.21430589553191748,-0.10227680050096666,0.1923717978358269,21,equity_option,,,,,,,,,,,,
2018-11-30,2018-10-31,2018-11-16,2018-11-16,AAPL_call_atm,AAPL  181116C00220000,AAPL,call,atm,7.3,220.0,218.86000061035156,193.52999877929688,1.0,1.0,1.0,193.52999877929688,193.52999877929688,1.0,0.0,-1.0,0.4520756932862423,0.00426631574996463,0.1804566623948919,-0.2307876655465959,0.4516813870072366,16,equity_option,,,,,,,,,,,,
2018-12-31,2018-11-30,2018-12-21,2018-12-21,AAPL_call_atm,AAPL  181221C00180000,AAPL,call,atm,4.95,180.0,178.5800018310547,150.72999572753906,1.0,1.0,1.0,150.72999572753906,150.72999572753906,1.0,0.0,-1.0,0.4701323041076775,0.0,0.1708458537527551,-0.136931742133088,0.32156704980134965,21,equity_option,,,,,,,,,,,,
2019-01-31,2018-12-31,2019-01-18,2019-01-18,AAPL_call_atm,AAPL  190118C00160000,AAPL,call,atm,3.8,160.0,157.74000549316406,156.82000732421875,1.0,1.0,1.0,156.82000732421875,156.82000732421875,1.0,0.0,-1.0,0.4708664004627333,0.0,0.14030077172845623,-0.15002063856676973,0.3681614529013634,18,equity_option,,,,,,,,,,,,
2019-02-28,2019-01-31,2019-02-15,2019-02-15,AAPL_call_atm,AAPL  190215C00170000,AAPL,call,atm,1.61,170.0,166.44000244140625,170.4199981689453,1.0,1.0,1.0,170.4199981689453,170.4199981689453,1.0,0.4199981689453125,-0.7391315720836569,0.31779822147978143,0.06183389563808682,0.12378087763484068,-0.09145659382256732,0.23129523657560344,15,equity_option,,,,,,,,,,,,
2019-04-30,2019-02-28,2019-03-15,2019-03-15,AAPL_call_atm,AAPL  190315C00177500,AAPL,call,atm,1.1,177.5,173.14999389648438,186.1199951171875,1.0,1.0,1.0,186.1199951171875,186.1199951171875,1.0,8.6199951171875,6.836359197443181,0.30141560813884505,0.06275290190126573,0.11694761554921262,-0.08960467986122844,0.217489884865284,15,equity_option,,,,,,,,,,,,
2019-05-31,2019-04-30,2019-05-17,2019-05-17,AAPL_call_atm,AAPL  190517C00200000,AAPL,call,atm,6.41,200.0,200.6699981689453,189.0,1.0,1.0,1.0,189.0,189.0,1.0,0.0,-1.0,0.5438938443081833,0.05314939552442023,0.1711755331934325,-0.18432073824656392,0.34911457356214515,17,equity_option,,,,,,,,,,,,
2019-06-28,2019-05-31,2019-06-21,2019-06-21,AAPL_call_atm,AAPL  190621C00175000,AAPL,call,atm,5.64,175.0,175.07000732421875,198.77999877929688,1.0,1.0,1.0,198.77999877929688,198.77999877929688,1.0,23.779998779296875,3.2163118403008646,0.5259019416466502,0.10765081636786536,0.16652844208099674,-0.12699719923954778,0.3025416277050972,21,equity_option,,,,,,,,,,,,
2019-07-31,2019-06-28,2019-07-19,2019-07-19,AAPL_call_atm,AAPL  190719C00200000,AAPL,call,atm,4.16,200.0,197.9199981689453,202.58999633789065,1.0,1.0,1.0,202.58999633789065,202.58999633789065,1.0,2.5899963378906534,-0.3774047264685929,0.4691914804789692,0.0,0.1899709436561634,-0.1253118506321007,0.2625334061264992,21,equity_option,,,,,,,,,,,,
2019-08-30,2019-07-31,2019-08-16,2019-08-16,AAPL_call_atm,AAPL  190816C00215000,AAPL,call,atm,3.03,215.0,213.0399932861328,206.5,1.0,1.0,1.0,206.5,206.5,1.0,0.0,-1.0,0.42329378875675516,0.0626322525833278,0.17735138457095745,-0.12150000958013951,0.2170690844893456,16,equity_option,,,,,,,,,,,,
2019-09-30,2019-08-30,2019-09-20,2019-09-20,AAPL_call_atm,AAPL  190920C00205000,AAPL,call,atm,7.7,205.0,208.74000549316406,217.72999572753903,1.0,1.0,1.0,217.72999572753903,217.72999572753903,1.0,12.729995727539034,0.6532461983816926,0.6276241240812883,0.08030886004419947,0.18437966239584547,-0.13092593140448194,0.2803596067547799,21,equity_option,,,,,,,,,,,,
2019-10-31,2019-09-30,2019-10-18,2019-10-18,AAPL_call_atm,AAPL  191018C00225000,AAPL,call,atm,4.25,225.0,223.97000122070312,236.41000366210935,1.0,1.0,1.0,236.41000366210935,236.41000366210935,1.0,11.410003662109347,1.6847067440257284,0.4422980821452379,0.015684640457818703,0.19549127551037115,-0.12015440978819036,0.2557862952828408,18,equity_option,,,,,,,,,,,,
2019-11-29,2019-10-31,2019-11-15,2019-11-15,AAPL_call_atm,AAPL  191115C00250000,AAPL,call,atm,3.45,250.0,248.75999450683594,265.760009765625,1.0,1.0,1.0,265.760009765625,265.760009765625,1.0,15.760009765625,3.5681187726449277,0.43853266395462526,0.006811357875152812,0.19822592664122168,-0.12361424020394729,0.20301339827775958,15,equity_option,,,,,,,,,,,,
2019-12-31,2019-11-29,2019-12-20,2019-12-20,AAPL_call_atm,AAPL  191220C00265000,AAPL,call,atm,6.85,265.0,267.25,279.44000244140625,1.0,1.0,1.0,279.44000244140625,279.44000244140625,1.0,14.44000244140625,1.1080295534899638,0.5777237221897956,0.013802949108636666,0.2525061806123483,-0.12956359354912195,0.20193219164609907,21,equity_option,,,,,,,,,,,,
2020-01-31,2019-12-31,2020-01-17,2020-01-17,AAPL_call_atm,AAPL  200117C00295000,AAPL,call,atm,5.25,295.0,293.6499938964844,318.7300109863281,1.0,1.0,1.0,318.7300109863281,318.7300109863281,1.0,23.730010986328125,3.520002092633929,0.4598800256045737,0.006459426978478591,0.2518686555665683,-0.1722020090661056,0.23332890638113019,17,equity_option,,,,,,,,,,,,
2020-02-28,2020-01-31,2020-02-21,2020-02-21,AAPL_call_atm,AAPL  200221C00315000,AAPL,call,atm,6.6,315.0,309.510009765625,313.04998779296875,1.0,1.0,1.0,313.04998779296875,313.04998779296875,1.0,0.0,-1.0,0.42361814212313387,0.05750137865005627,0.29423875989585907,-0.22297399656827022,0.3031269336104393,21,equity_option,,,,,,,,,,,,
2020-03-31,2020-02-28,2020-03-20,2020-03-20,AAPL_call_atm,AAPL  200320C00270000,AAPL,call,atm,16.65,270.0,273.3599853515625,229.2400054931641,1.0,1.0,1.0,229.2400054931641,229.2400054931641,1.0,0.0,-1.0,0.5805994549535083,0.0,0.2580236913048692,-0.35846018553290904,0.5675910293698312,21,equity_option,,,,,,,,,,,,
2020-04-30,2020-03-31,2020-04-17,2020-04-17,AAPL_call_atm,AAPL  200417C00260000,AAPL,call,atm,9.0,260.0,254.2899932861328,282.79998779296875,1.0,1.0,1.0,282.79998779296875,282.79998779296875,1.0,22.79998779296875,1.5333319769965277,0.470670229499652,0.0,0.22013104064423367,-0.33451249416389395,0.5087135467410087,17,equity_option,,,,,,,,,,,,
2020-05-29,2020-04-30,2020-05-15,2020-05-15,AAPL_call_atm,AAPL  200515C00290000,AAPL,call,atm,12.0,290.0,293.79998779296875,307.7099914550781,1.0,1.0,1.0,307.7099914550781,307.7099914550781,1.0,17.709991455078125,0.4758326212565105,0.5435382973356191,0.0029796303533900343,0.2330644690092331,-0.2940068401880822,0.45840584853887567,15,equity_option,,,,,,,,,,,,
2020-06-30,2020-05-29,2020-06-19,2020-06-19,AAPL_call_atm,AAPL  200619C00320000,AAPL,call,atm,8.22,320.0,317.94000244140625,349.7200012207031,1.0,1.0,1.0,349.7200012207031,349.7200012207031,1.0,29.720001220703125,2.615571924659747,0.4621491664688252,0.0,0.30381521953408125,-0.19960897098882757,0.2719173737168312,21,equity_option,,,,,,,,,,,,
2020-07-31,2020-06-30,2020-07-17,2020-07-17,AAPL_call_atm,AAPL  200717C00365000,AAPL,call,atm,9.3,365.0,364.79998779296875,385.30999755859375,1.0,1.0,1.0,385.30999755859375,385.30999755859375,1.0,20.30999755859375,1.183870705225134,0.4881371547822822,0.04789366486381353,0.31038099420152737,-0.25150619909200955,0.3152765014052391,17,equity_option,,,,,,,,,,,,
2020-08-31,2020-07-31,2020-08-21,2020-08-21,AAPL_call_atm,AAPL  200821C00425000,AAPL,call,atm,13.15,425.0,425.0400085449219,497.4800109863281,1.0,1.0,1.0,497.4800109863281,497.4800109863281,1.0,72.48001098632812,4.5117879077055605,0.475511935969051,0.03559549586964729,0.39378459734292126,-0.2697632574556721,0.39318179026842115,21,equity_option,,,,,,,,,,,,
2020-10-30,2020-09-30,2020-10-16,2020-10-16,AAPL_call_atm,AAPL  201016C00115000,AAPL,call,atm,4.43,115.0,115.80999755859375,119.0199966430664,4.0,4.0,1.0,119.0199966430664,119.0199966430664,1.0,4.019996643066406,-0.09255154784054032,0.5623327088495229,0.00034122383557170025,0.09591091335855122,-0.12170099127897949,0.4145901584029198,16,equity_option,,,,,,,,,,,,
2020-12-31,2020-11-30,2020-12-18,2020-12-18,AAPL_call_atm,AAPL  201218C00120000,AAPL,call,atm,3.27,120.0,119.05000305175781,126.66000366210938,4.0,4.0,1.0,126.66000366210938,126.66000366210938,1.0,6.660003662109375,1.036698367617546,0.46421902263207976,0.0,0.10537414290672283,-0.10288498010855296,0.3461439374804497,18,equity_option,,,,,,,,,,,,
2021-01-29,2020-12-31,2021-01-15,2021-01-15,AAPL_call_atm,AAPL  210115C00135000,AAPL,call,atm,2.7,135.0,132.69000244140625,127.13999938964844,4.0,4.0,1.0,127.13999938964844,127.13999938964844,1.0,0.0,-1.0,0.4161438687894053,0.13972103259650331,0.10572281530267585,-0.12013247239805702,0.3368016923069954,15,equity_option,,,,,,,,,,,,
2021-02-26,2021-01-29,2021-02-19,2021-02-19,AAPL_call_atm,AAPL  210219C00135000,AAPL,call,atm,4.22,135.0,131.9600067138672,129.8699951171875,4.0,4.0,1.0,129.8699951171875,129.8699951171875,1.0,0.0,-1.0,0.45204352021728855,0.048644707302019266,0.12673920166127667,-0.13549397853902345,0.447232585299015,21,equity_option,,,,,,,,,,,,
2021-03-31,2021-02-26,2021-03-19,2021-03-19,AAPL_call_atm,AAPL  210319C00120000,AAPL,call,atm,7.1,120.0,121.26000213623047,119.98999786376952,4.0,4.0,1.0,119.98999786376952,119.98999786376952,1.0,0.0,-1.0,0.5703050012501754,0.0,0.11481332643108004,-0.11033384751478614,0.3984888816952705,21,equity_option,,,,,,,,,,,,
