Liquidity tier,Strategy,Ann. return,Ann. vol,Sharpe,Calmar,Omega
all_eligible,Greek Markowitz,1.2463192201296207,0.9068172382561567,1.374388539995489,2.033918581869829,2.784363176427202
all_eligible,Equal premium,-0.05552159864526898,1.878473564887012,-0.02955676336526383,-0.05553271091792252,0.9771765473237329
all_eligible,Equal risk,0.10434553413680825,1.275136625211684,0.08183086586465663,0.10693488072635121,1.0641387065829775
all_eligible,Delta neutral,1.1720642765798035,0.8291743699040248,1.4135317239912606,2.0573541792299705,2.947610573038661
all_eligible,VIX hedge sleeve,-9.28491238522107,1.444181867492721,-6.429184989935395,,0.04042569095025844
tight_spread_quartile,Greek Markowitz,0.7303532638080936,1.0047849887103797,0.726875174305188,0.8741163613036393,1.8086255408376313
tight_spread_quartile,Equal premium,0.8328849438491032,1.954819126128125,0.42606752344334964,0.8353858747460982,1.3816341770771015
tight_spread_quartile,Equal risk,0.8890568650908819,1.24447750676842,0.7144017149811958,1.0024475264243362,1.7054047852220204
tight_spread_quartile,Delta neutral,0.616948156897824,1.839928133485132,0.3353110078974774,0.6186798622336975,1.2799856377055105
top_volume_quartile,Greek Markowitz,2.526134501171973,2.0209005780985363,1.250004343879604,3.05152660125299,3.1037344122269954
top_volume_quartile,Equal premium,-1.1699626268279582,2.3381506856559016,-0.5003794811025015,-1.1699626271251244,0.6936318778579352
top_volume_quartile,Equal risk,-0.3863656502558095,2.1839471975979072,-0.1769116261971753,-0.3863658542494987,0.8758611931290181
top_volume_quartile,Delta neutral,2.1254579520308203,1.5251047754203533,1.3936471685658425,2.5319548593205963,3.1972700102186558
top_volume_quartile,VIX hedge sleeve,-9.28491238522107,1.444181867492721,-6.429184989935395,,0.04042569095025844
